"802","【华西股份：持有芯片独角兽澜起科技2.11%股权】华西股份在互动平台表示持有澜起科技的股权比例为2.11%。澜起科技为中国芯片企业，在“2018中国半导体市场年会暨第七届集成电路产业创新大会”中上榜首届中国IC独角兽企业，排名首位。澜起科技也是公司在“中国芯”领域的重要布局之一。","['000936']"
"803","【卓翼科技：中兴通讯事件对公司未造成实际影响】4月22日，卓翼科技(002369)在互动平台表示，目前公司与中兴已无实际业务往来，(中兴事件)对公司未造成实际影响。（证券时报）","['002369', '000063']"
"804","【卖出5万股收益仅62元钱 但惊动了深交所】由于交易软件通信卡顿导致交易员操作失误，“定增大王”刘益谦控股的新理益集团本月11日卖出了所持长江证券5万股，违规收益62元钱。因长江证券4月26日要发年报，按照定期报告敏感期的规定，董事、监事、高级管理人员及持有公司股份5%以上的股东在此期间不得操作。作为长江证券第一大股东的新理益集团，虽然已将违规收益上交公司，但本次违规也惊动了交易所，近日深交所给长江证券下发了《关于对新理益集团有限公司的监管函》责令整改","['000783']"
"807","【南极电商：2017年净利同比增77% 拟10转5派0.62元】南极电商(002127)4月22日晚间披露年报，公司2017年实现营业收入9.86亿元，同比增长89.22%；净利润5.34亿元，同比增长77.42%。每股收益0.34元。 公司拟每10股转增5股并派现0.62元。","['002127']"
"808","【南都物业年报净利增19% 拟10转3派3元】南都物业披露年报。2017年，实现营业收入81,952.34万元，比上年同期增长41.85%；归属母公司股东的净利润7,483.24万元，比上年同期增长18.85%；实现基本每股收益1.26元。公司年报拟10转3派3元。","['603506']"
"822","【双杰电气终止筹划重大资产重组 20日复牌】双杰电气公告，公司本次重大资产重组标的公司为天津东皋膜技术有限公司，该公司为专业研发、制造、销售锂离子电池隔膜的高新技术企业。","['300444']"
"823","【双杰电气：终止筹划重大资产重组，明日复牌】双杰电气公告，公司在停牌期间，已通过增资方式取得天津东皋膜51%的控股权。针对剩余股权的收购事项，由于公司及相关各方对估值未能达成一致，故终止筹划此次重大资产重组。公司将视天津东皋膜后续的经营情况，决定是否重启其整体或部分股权的收购。","['300444']"
"835","【古鳌科技：2017年净利润同比下降60%，拟10转5派0.6元】古鳌科技公告称，公司2017年实现营业收入2.39亿元，同比下降9.19%；净利润1491.47万元，同比下降60.77%。公司拟每10股转增5股并派现0.6元。","['300551']"
"836","【台基股份：股东拟清仓减持5%股份】台基股份(300046)4月19日晚间公告，富华远东有限公司计划未来6个月内减持不超过710.4万股，即不超公司总股本的5%。目前，富华远东持有公司股份710.4万股。","['300046']"
"837","【台湾加权指数上涨1.14%】东方财富网19日讯，台湾加权指数4月19日(周四)收盘上涨123.33点，涨幅1.14%，报10971.22。","['300059']"
"840","【合众思壮：公司的导航芯片均为自产】关于公司所需要的芯片是否从美国进口的问题，合众思壮(002383)20日在互动平台表示，公司的导航芯片均为自产。","['002383']"
"841","【合盛硅业年报净利增长133% 拟10派4.41元】合盛硅业公布2017年年报，2017年公司实现营业收入69.50亿元，比上年增长51.90%；归属于母公司股东的净利润15.17亿元，比上年增长132.81%；归属于母公司股东的扣除非经常性损益后的净利润14.48亿元，比上年增长154.56%，2017年度实现每股收益为2.48元。年报拟10派4.41元。","['603260']"
"842","【合金投资：签署战略合作框架协议，将在新疆合作开发文旅度假项目】合金投资公告称，公司与高西西、星亿东方、希世纪影视签署战略合作框架协议，在新疆范围率先开展特色文旅度假示范项目的建设及落地、文旅产品授权开发、艺术金融等领域的合作与运营，打造涵盖内容制作、传输、消费的文化产业链新优势，积极推进大文化产业周边衍生布局。同时充分利用人工智能、数据分析、区块链应用等新兴技术，提升消费者体验，营造文旅度假创新生态。","['000633']"
"845","【吉林长白山推优惠政策免半年门票】吉林长白山管委会19日在长春面向全球推出长白山旅游“惠民五条”政策。官方表示，这些举措旨在让全世界游客共享长白山的旅游发展红利。长白山管委会最新推出的“惠民五条”中，首条即提出全球游客进长白山景区免半年(每年11月1日至次年4月30日)门票。(中新网)","['603099']"
"846","【吉鑫科技：2017年净利同比下降95%】吉鑫科技(601218)4月22日晚披露年报，公司2017年实现营收13.49亿元，同比下降13.36%；净利607.4万元，同比下降94.83%。（证券时报）","['601218']"
"847","【吉鑫科技：2017年净利同比下降95%】吉鑫科技公告称，公司2017年实现营收13.49亿元，同比下降13.36%；净利607.4万元，同比下降94.83%；原材料及辅料价格普遍增长，尤其是生铁、废钢、树脂等价格大幅上涨，使生产成本大幅上升，利润大幅下降；风电行业竞争激烈，价格压低导致收入减少；国内风电整体装机量下降。","['601218']"
"848","【名家汇：停牌启动定增询价工作】名家汇(300506)4月19日晚间公告，公司拟进行非公开发行股票事项的询价工作，公司股票19日起停牌，预计停牌不超5个交易日。","['300506']"
"858","【商务部新闻发言人回应中美经贸摩擦热点：希望美方不要低估中方的决心】如何看待美方对中兴通讯的制裁，是否会波及更多公司？美方表示愿意在世贸组织机制下就“征税产品建议清单”与中方磋商，是否意味着美方态度缓和？中国日前对自美进口高粱实施的反倾销调查初裁是否会影响我国相关消费？商务部新闻发言人高峰19日在新闻发布会上就上述热点进行了回应。（新华网）","['603888', '000063']"
"866","【商誉减值影响 荣之联业绩快报由盈转亏】荣之联23日早间披露2017年业绩快报修正公告，其中营业总收入188,879.64万元，较上年同期增加18.38%，营业利润-21,467.10万元，较上年同期减少175.43%，归属于上市公司股东的净利润-20,208.23万元，较上年同期减少184.16%。","['002642']"
"870","【四方精创：2017年净利同比增17% 拟10转8派2.5元】四方精创(300468)4月22日晚间披露年报，公司2017年实现营业收入5.08亿元，同比增长38.35%；净利润8816.34万元，同比增长16.57%。每股收益0.84元。 公司拟每10股转增8股并派现2.5元。","['300468']"
"872","【因华信系所持华信国际股份遭冻结 国开行将在5月7日召开华信债券持有人会议】自上海清算所获悉，国家开发银行将在5月7日召开上海华信国际集团有限公司2015年度第一期中期票据持有人会议，会议地点另行通知。上海华信为中国华信的经营主体，目前，上海华信所持华信国际股份连续遭遇冻结。华信国际4月8日回复交易所时表示，截至4月2日，上海华信所持我公司股份累计被质押及司法冻结合计136450万股，占其所持公司股份总数的98.56%，占公司总股本的59.90%。","['002018']"
"874","【因股份遭冻结 国开行5月7日召开华信债券持有人会议】自上海清算所获悉，国家开发银行将在5月7日召开上海华信国际集团有限公司2015年度第一期中期票据持有人会议，会议地点另行通知。","['002018']"
"875","【园林龙头企业业绩亮眼 立足主业同时寻找新增长点】4月19日晚间，东方园林发布2017年年报。报告期内，公司实现营业收入152.26亿元，同比增长77.79%；实现归属于上市公司股东的净利润21.78亿元，同比增长68.13%。","['002310']"
"877","【国企结构性去杠杆驶入快车道】日前中国建设银行与山西国投运营公司、同煤集团、交控集团、汾酒集团签署国企改革暨综合化降杠杆合作框架协议。根据协议，建行将提供总金额350亿元的资金，重点支持上述国企加快混合所有制改革及降杠杆。今年以来，国资委多策齐发，强监管效应初显。（经济参考报）","['601939']"
"878","【国信证券：市场扰动仍存 多空拉锯】国信证券20日观点认为，虽有降准，但整体流动性水平尚难以支撑行情全面展开，结构分化是短期常态。昨日指数的回升，主要是连续调整后的超跌反弹，空方虽有一定的消耗，但市场仍未企稳，外围扰动也未完全消除，短期多空之间或有拉锯。操作上，维持半仓左右的策略不变，耐心静待调整机会。","['002736']"
"881","【国债期货开盘下跌】东方财富网19日讯，国债期货开盘下跌，10年期债主力T1806跌0.29%，5年期债主力TF1806现跌0.16%。","['300059']"
"883","【国债期货跌幅扩大】东方财富网19日讯，国债期货跌幅扩大，10年期主力合约跌0.4%，5年期主力合约跌0.14%。","['300059']"
"887","【国内商业银行在区块链金融领域的探索和应用比较领先】<br>据36氪报道，国内商业银行在区块链金融领域的探索和应用比较领先。例如，工商银行完成了基于区块链技术的金融产品交易平台原型的系统建设；农业银行上线“e链贷”，这是国内银行首次将区块链技术应用于电商供应链金融领域；招商银行首先实现了将区块链技术应用于全球现金管理领域的跨境直联清算、全球账户统一视图以及跨境资金归集这三大场景；邮储银行在资产托管业务场景中，利用区块链技术实现了中间环节的缩减、交易成本的降低及风险管理水平的提高。","['601288', '601398', '600036']"
"892","【国家卫生健康委员会：我国已制定食品安全国家标准1224项】国家卫生健康委员会食品安全标准与监测评估司副司长张志强日前表示，截至目前，我国已累计制定公布食品安全国家标准1224项，涉及食品安全与营养指标近2万项，基本覆盖日常消费的食品品种。（新华网）","['603888']"
"893","【国家发改委专家：我国高技术产业将保持快速发展】美国商务部近日宣布对中兴通讯公司采取出口管制措施。对此，国家发改委宏观经济研究院常务副院长王昌林表示，这将对我国高技术产业发展带来一定影响，但不会阻碍中国高技术产业快速发展步伐。未来一段时间，随着我国经济转向高质量发展阶段，对人工智能、生物医药等高技术产品的需求将快速上升，巨大的内需潜力将不断释放，我国高技术产业发展将继续保持快速增长。（人民日报）","['000063']"
"896","【国寿集团与京东签署战略合作协议】4月21日，中国人寿保险（集团）公司与京东集团在北京中国人寿中心举行了战略合作协议签约仪式。根据协议，双方未来将重点在电子商务及互联网金融业务、产品开发及营销业务、数据及技术、企业金融业务等领域开展多层次全方位的战略合作。（证券时报）","['601628']"
"898","【国民技术：涉嫌未及时披露与前海旗隆签订补充协议事项 遭证监会行政处罚】国民技术22日晚公告，公司收到证监会深圳监管局行政处罚事先告知书。日前，国民技术涉嫌未按规定及时披露与前海旗隆签订补充协议一案已调查完毕。根据两份补充协议约定，前海旗隆为公司子公司国民投资资金本金安全提供担保，并承诺保障国民投资每年5%的固定收益。公司未依法披露补充协议约定事项。证监会深圳监管局拟决定对国民技术给予警告并处30万元罚款。同时对罗昭学、喻俊杰、刘红晶给予警告并处罚款。","['300077']"
"902","【国资委研究中心周丽莎：央企正大力推进在雄安新区的产业布局】周丽莎表示，央企将积极承担新区的基础建设。目前，国家电网已经成立了雄安分公司，为雄安提供了电力布网服务。中国联通成立了中国联通雄安新区分公司，承担雄安地区通信运营企业责任。（中国证券网）","['600050']"
"903","【国资委研究中心报告：中兴一系列应对十分愚蠢和被动】报告指出，美国的制裁对中兴通讯公司自身及其他中央企业都可能带来高危影响。一定程度上，不仅通讯行业，也不仅国有企业，国内很多企业都在为中兴通讯公司的短视和无诚信经营付出惨痛代价，我国外交布局和国家形象也不可避免地受到影响。（新浪）","['000063']"
"904","【国资委研究中心报告：中兴一系列应对都十分愚蠢被动】新浪援引国资委报告，在此事件中，中兴通讯公司一系列应对都十分愚蠢和被动，美国的制裁对中兴通讯公司自身及其他中央企业都可能带来高危影响。","['000063']"
"910","【国际原油价格创近三年半新高  四主线掘金受益股投资机会】国信证券表示，去年下半年以来，受OPEC持续减产、亚太地区炼化产能陆续投产、美元指数走弱等多项因素影响，原油价格中枢不断上行。中期来看，随着原油价格中枢稳定在高位，有利于与原油直接相关的产品，如二甲苯、涤纶、乙烯、丙烯酸等，相关上市公司业绩也有望得到增厚。（证券日报）","['002736']"
"915","【坚瑞沃能业绩大变脸！去年净利由盈利转为大亏近37亿】4月19日晚，坚瑞沃能披露业绩快报修正公告，公司2017年的净利润由盈利5.22亿元修正为亏损36.89亿元。（第一财经）","['300116']"
"916","【坚瑞沃能盈利5亿变巨亏37亿 董事长窗口期多次“减持”】坚瑞沃能(300116)20日公布了修正后的快报数据，至此，坚瑞沃能2017年净利润由盈利5.22亿元修正为亏损36.89亿元，前后差异42亿元。值得一提的是，公司董事长自去年11月以来一路减持，累计减持3000万股(含违约处置被动减持部分)，合计套现约1.88亿元，其中数次被动减持发生在年报窗口期。（大众证券报）","['300116']"
"917","【坚瑞沃能：2017年净利润修正为亏损近37亿】坚瑞沃能披露业绩快报修正公告，公司2017年的净利润由盈利5.22亿元修正为亏损36.89亿元。受国家新能源产业政策补贴调整、子公司沃特玛业务扩张增速过快、应收账款回款较慢，资金链紧张等因素的影响，公司利润未达预期。公司对收购沃特玛时所形成的商誉计提了全额减值，对沃特玛计原未计提坏账准备的应收票据、长期应收款等补充计提了坏账准备，调增了坏账准备的计提金额。","['300116']"
"918","【坚瑞沃能：年报业绩修正为巨亏36.89亿元，控股股东减持逾3000万股】坚瑞沃能2017年度归属于上市公司股东的净利润由此前公布的5.22亿元，修正为亏损36.89亿元；每股收益由0.2146元，修正为-1.5167元；每股净资产由3.43元，修正为1.70元。公司控股股东郭鸿宝于2017年9月27日-2018年4月18日，累计减持公司股份30,016,700股，占总股本的1.24%","['300116']"
"928","【外交部回应美国对中美高科技领域贸易投资设限】外交部发言人华春莹20日表示，美国频频以国家安全为由对中美高科技领域贸易投资活动设限，是以国家安全之名，行贸易保护主义之实。（新华网）","['603888']"
"934","【外媒：中兴将向美国商务部递交更多证据】据《华尔街日报》报道，中兴通讯本周将有机会向对其实施制裁的美国商务部递交更多证据。美国商务部的一名高级官员对外透露称，周五晚上，官方机构已经批准了中兴通讯想要提供更多信息的请求。这名官员称，根据官方规定，中兴通讯并没有提起行政诉讼的权利，但美国官方已同意随后通过非正式程序接受这些证据。这名美国商务部官员同时表示，“我们认为，不采取制裁措施是适当的。”（环球网）","['000063']"
"936","【外媒：中国石油或投资巴西石油公司炼油厂以换取原油】路透社援引知情人士报道称，巴西国营石油公司Petrobras即将达成一份协议，根据该协议，中国石油天然气集团(CNPC)将投资一家炼油厂并以此换取原油。Petrobras可能会给予CNPC其所经营的Campos盆地油田的权益以及新的Comperj炼厂的使用权","['601857']"
"953","【外汇播报】中国银行间市场七天期质押式回购利率开盘报2.6500%，上日加权价收报2.9890%","['601988']"
"960","【外资继续买入海康威视 无惧中兴通讯禁止令阴影】彭博汇总港交所数据显示，中兴事件以来，外资过去三天通过互联互通增持了2,852万股海康威视的股票，持股占总股数的比例由4月16日的10.96%升至19日的11.27%；以19日收盘价计，增持部分市值超过11亿元人民币。注：海康威视现跌2.55%。","['002415', '000063']"
"961","【多位大佬携款驰援乐视电视 更多是看孙宏斌面子？】公告称，新乐视智家已与包括腾讯、京东、苏宁体育、TCL集团、华夏人寿等在内的多个投资方达成投资意向。（国际金融报）","['000100']"
"963","【多只白马股现大宗交易 京东方A溢价成交超3亿元】今日，京东方A、美的集团、格力电器均出现大宗交易。（证券时报）","['000725', '000333', '000651']"
"966","【多氟多：2017年净利2.57亿 同比降46%】rn$多氟多(SZ002407)$ 4月19日晚间披露年报，公司2017年实现营业收入37.36亿元，同比增长30.76%；净利润2.57亿元，同比下降46.31%；每股收益0.41元。公司拟每10股派发红利2元。(证券时报·e公司)","['002407']"
"971","【大东南：“年产5万吨光学膜新材料建设项目”中第二条生产线投产】大东南公告称，公司用募集资金投资建设的“年产50000吨光学膜新材料建设项目”，第二条引进日本东丽生产线于2017年10月30日开始试生产，目前产品性能已通过客户认证、质量稳定，现已正式投产。","['002263']"
"972","【大丰实业股东祥禾泓安拟减持不超3.2%股份】大丰实业公告，公司股东祥禾泓安，拟通过集中竞价、大宗交易或其他上海证券交易所认可的合法方式，计划减持公司股份不超过12,962,950股，即不超过公司总股本的3.2262%。","['603081']"
"973","【大唐电信：2017年预计亏损超24亿元】大唐电信(600198)4月20日晚间公告，公司此前预计2017年亏损20亿至24亿元。现根据财务部门再次测算，预计2017年亏损的金额可能将突破24亿元，亏损有一定幅度的加大。公司股票可能被实施退市风险警示。","['600198']"
"974","【大唐电信：2017年预计亏损超24亿元】大唐电信(600198)4月20日晚间公告，公司此前预计2017年亏损20亿至24亿元。（证券时报）","['600198']"
"978","【大基金资本局：3200亿芯片“国家队”浮出水面】两年多时间，大基金仅持股超5%以上的上市公司就达11家，市值合计约3200亿元规模，大基金持股市值约350亿元。大基金对上市公司并非简单的财务投资者，已跃居某些公司第一大股东。据通富微电今年2月底公告披露，大基金当前持有三安光电11.3%的股份、长电科技9.54%的股份、北斗星通11.4%的股份、北方华创7.5%股份、长川科技7.5%股份、国科微电子15.79%股份、兆易创新11%的股份、汇顶科技6.65%股份、通富微电15.7%股份。此外，大基金还持有港股上市公司中芯国际15.91%的股份、国微技术9.89%的股份。（新京报）","['300604', '002371', '300672', '603160', '603986', '002151', '002156', '600703', '600584']"
"981","【大额存单利率率先上行 大行上浮至基准1.45倍】从一位城商行人士处获悉，近期，大行、股份行和城商行、农商行的大额存单利率上限上调，已分别由之前的1.4倍、1.42倍、1.45倍上调到1.5倍、1.52倍及1.55倍。记者进一步了解到，建设银行、农业银行最新发行的大额存单发行利率均达到基准利率的1.45倍，超出了此前1.4倍的上限。（一财）","['601288', '601939']"
"982","【天华超净终止2017年度非公开发行股票事项】天华超净公告，公司结合目前项目实施的实际情况，综合考虑内外部各种因素，决定调整融资方式，终止2017年度非公开发行股票事项。","['300390']"
"983","【天喻信息：公司的核心业务之一是数据安全业务】天喻信息在互动平台表示，司的核心业务之一是数据安全业务，即运用智能卡技术保障敏感数据的安全，该业务涉及的主要产品有智能卡（金融IC卡、普通通信智能卡、SWP-SIM手机支付卡、城市通卡等智能卡产品）、终端（mPOS、传统POS、智能POS等金融终端及税控盘产品）等。","['300205']"
"998","【央视曝光：连云港灌云县多家化工企业排污 村民称海水像酱油】灌河是苏北地区最大的入海潮汐河流。2005年以来，灌河口建了三个化工园区，聚集的全是高污染化工企业。灌云县的燕尾港位于灌河入海口，据村民们说，到了夏天，这里的海水跟酱油是一样的，农田里至今还存有泛黄的废水，散发着刺鼻的气味。","['601008']"
"1001","【奥士康：拟不超25亿元投资智能工厂建设项目】奥士康公告称，公司与益阳市资阳区人民政府签订了《投资框架协议》，拟在资阳区长春经济开发区电子信息产业园投资设立“智能工厂建设项目”，拟投资额不超过25亿，拟征地不超过500亩。","['002913']"
"1007","【安妮股份：旗下“版权家”平台基于区块链技术解决了海量版权随时随地快速存证的问题】安妮股份发布2017年年报显示，截至2017年年末，旗下“版权家”平台累计为专业版权人提供百万次的版权服务，同时基于区块链技术也解决了海量版权随时随地快速存证的问题。公司将持续建设多版权运营平台，加强区块链建设，推进“创作即确权”“使用即授权”“发现即维权”的版权综合服务。","['002235']"
"1008","【安徽鸿旭实控人说法被多方否认 汇源通信要约收购方疑似“大忽悠”】汇源通信要约收购方内部发生激烈争执。中国证券报记者实地调查发现，要约方之一的安徽鸿旭新能源汽车有限公司及其母公司无锡鸿旭投资管理有限公司(简称“无锡鸿旭”)存在注册地址不实的问题，实控人张兢资金实力与身份亦存在疑问。而且，张兢有关其收购了富临运业及野马汽车，并曾在浙民投要约收购ST生化时帮助过上市公司原控股方振兴集团的说法，也被振兴集团等当事方否认。（中国证券报）","['000403', '000586', '002357']"
"1010","【安徽：一季度房地产开发投资增长22.6％ 新开工面积增速回落】安徽省统计局发布数据显示，今年一季度，安徽省房地产开发投资加快，增长22.6%，同时商品房市场明显回落，新开工面积回落较大，新开工面积增速比上年同期低35.3个百分点。（新华网）","['603888']"
"1011","【安洁科技：今年来自华为业务同比有较大提升】安洁科技(002635)今日在互动易平台上回应公司在华为方面的业务订单情况时表示，2018年公司来自华为业务相比2017年将有较大提升。","['002635']"
"1014","【宝通科技：终止收购事项，2017年净利同比增57%】宝通科技公告称，公司原拟收购一家综合性网络游戏公司，经交易双方多次沟通无法达成一致意见，公司决定终止收购事项。公司2017年实现营业收入15.80亿元，同比增7.87%；净利润2.21亿元，同比增57.05%。2018年一季度的营收和净利分别为4.33亿元和5365.94万元，同比分别增长17.16%、46.99%。","['300031']"
"1017","【富时中国A50指数期货在新加坡下跌0.5%】东方财富网20日讯，富时中国A50指数期货在新加坡下跌0.5%。","['300059']"
"1019","【富祥股份：2017年净利同比微增 拟10转10派5元】富祥股份晚间披露年报，公司2017年实现营收9.58亿元，同比增长25.46%；净利1.78亿元，同比增长2.09%；每股收益1.63元。公司拟10转10派5元（含税）。富祥股份主营特色抗菌原料药及其中间体，报告期内业绩稳定增长。","['300497']"
"1020","【富邦股份：2017年净利润同比下降约20%，拟10转8股派1.1元】富邦股份公告称，2017年公司实现营业收入为5.3亿元，同比增长6.67%；净利润为6856万元，同比下降19.64%。公司拟每10股转增8股派现1.1元（含税）。","['300387']"
"1022","【山河智能：2017年净利增142%，今年一季度业绩继续增长】山河智能披露年报及一季报，公司2017年实现营业收入39.46亿元，同比增长98.14%；净利润1.62亿元，同比增长142.49%；每股收益0.2元。公司拟每10股派发红利0.5元。今年一季度实现净利润1.11亿元，同比增56.63%。","['002097']"
"1023","【山西三维集团5人被免职】记者21日从山西路桥集团获悉，针对近期媒体报道的山西省洪洞县三维集团违法排污问题，山西路桥集团党委、董事会对5名人员给予免职处理。","['000755']"
"1024","【山西三维集团环境违法事件最新进展：严处15名官员 县长被免】记者20日从山西省临汾市官方获得山西三维集团环境违法事件最新进展，临汾市严肃查处相关责任人15名，其中，事件发生地的洪洞县县长被免职。目前，相关问题正在进一步深入调查中。（中新网）","['000755']"
"1027","【山西焦化2017年净利增长107.89%】山西焦化18日发布2017年业绩报告。报告期，公司实现营业收入599499.23万元，同比增加48.46%；实现营业利润7722.50万元，同比增加80.71%；归属于母公司所有者净利润9191.97万元，同比增加107.89%。山西焦化利润增长主要得益于焦炭价格上涨。(和讯财经app推送)","['600740']"
"1028","【山西省国资委：严肃依法处理三维集团环境违法问题】山西省国资委19日发布消息称，针对媒体报道的山西省洪洞县三维集团违法排污问题，山西省国资委决定对三维集团环境违法问题严肃依法处理。（新华网）","['603888']"
"1030","【山西证监局对*ST三维立案调查】4月17日，央视报道山西三维集团股份有限公司（*ST三维，000755）固废和废水污染问题后，山西证监局密切关注该事项，及时赶赴现场核实情况，下发监管关注函，要求依法做好信息披露工作。同时，针对有关线索，在中国证监会统一部署下，山西证监局今日决定对*ST三维涉嫌信息披露违法违规事项立案调查。调查组目前已在公司现场展开相关调查取证工作。","['000755']"
"1041","【工信部部长：中国有条件、有能力、有办法应对冲击干扰】工业和信息化部部长苗圩表示，当前，我国在完善基础设施、丰富人力资本、完备产业体系、广阔市场空间、高效动员体制等方面形成了突出优势。我国产业技术水平越来越接近全球前沿，整体处于技术追赶后半程，高铁、特高压输变电、通信设备、网络应用等部分领域跻身世界先进行列。“尽管中兴通讯事件暴露出我国在传统芯片中存在短板，但我们有条件、有能力、有办法应对创新发展过程中的冲击和干扰。”","['000063']"
"1050","【工行放宽房贷年龄 70岁也能申请5年按揭房贷 未来不排除其他行跟进】工行近日将个人住房贷款借款人最高年龄从65周岁延长到70周岁，借款人年龄与贷款期限之和不超过75年。但个人住房贷款的最长期限仍然是30年。工行广州分行表示，将按总行政策，结合业务具体情况执行。有业内预计，由于工行是行业标杆，未来不排除其他银行会陆续跟进。（广州日报）","['601398']"
"1051","【工行证实：个人住房贷款借款人最高年龄已延长至70周岁】<br>记者19日从中国工商银行总行处获得证实，工行已经将个人住房贷款借款人最高年龄从65周岁延长到70周岁，借款人年龄与贷款期限之和不超过75年。同时，个人住房贷款的最长期限仍然是30年，没有改变。（中新社）","['601398']"
"1052","【巨化股份年报净利增5倍 拟10转3派1元】巨化股份披露年报。2017年，公司实现营业总收入137.68亿元，同比增长36.30 %；归属于上市公司股东的净利润9.35亿元，同比增长518.57%。公司年报拟10转3派1元。","['600160']"
"1053","【巨头驰援恐致核心资产“出表”，乐视网又失脱困筹码】新乐视智家引入外部投资者后，乐视网持股比例将进一步降至33.46%，恐将失去对新乐视智家的控股权。此次若新乐视智家“出表”，将导致乐视网的主要业务仅剩下盈利前景较差的网络视频和影视业务，不再拥有颇具想象力的“智能大屏”业务。这对今年一季度仍预亏超3亿元的乐视网来说，无疑是雪上加霜。（上证报）","['300104']"
"1055","【巴西石油接近与中石油达成协议 以原油换炼厂投资】","['601857']"
"1057","【市场管制放松之际 部分中资银行提高储户大额存单利率】据彭博报道，中国银行本周表示，将为起投金额30万元人民币的1年期个人大额存单支付2.175%的利率，较中国央行规定的基准存款利率高45%。中国农业银行与中国建设银行本周发售的大额存单也出现同样幅度的利率。中国央行行长易纲本月早些时候在博鳌论坛上表示，将推进利率市场化改革，让市场利率与基准利率双轨合并。目前，中国央行将一年期基准存款利率设为1.5%，意味着向储户提供的银行存款利率上限远低于4.5%的同期限上海银行间市场同业拆借利率。","['601229', '601988', '601288', '601939']"
"1061","【布油看涨情绪脱离纪录高位】洲际交易所(ICE)：至4月17日当周，投机者所持布伦特原油净多头头寸减少12,572手合约，至619,882手合约，至4月10日当周曾以632,454手合约录得2011年1月份有数据记录以来的历史高位。（东方财富网）","['300059']"
"1065","【平安健康医疗科技将于5月4日登陆港交所，拟募资87亿港元】4月22日，中国平安旗下的平安健康医疗科技有限公司在香港召开了全球发售的新闻发布会。平安健康医疗科技预计将于5月4日上午9时在香港联合交易所正式挂牌上市，股票代码1833.HK。","['601318']"
"1066","【平安好医生5月4日登陆港股 全球发售1.6亿股】4月22日下午，由中国平安（601318.SH/02318.HK）分拆的平安健康医疗科技（业务主体为平安好医生）在香港召开了全球发售的新闻发布会。据了解，平安健康医疗科技将在5月4日上午九时在香港正式挂牌上市，股票代码为1833.HK，此次全球发售1.6亿股股份，其中香港发售部分约为0.1亿股份、国际发售部分为1.49亿股份，每股发售股价54.8港元。","['601318']"
"1070","【平安银行：一季度净利同比增6.1% 证金公司减持】平安银行晚间披露一季报，公司今年一季度实现营业收入280.26亿元，同比增长1.1%；净利润65.95亿元，同比增长6.1%；每股收益0.33元。证金公司持股由去年四季度末的4.9亿股降至3.66亿股，持股比例由2.85%降至2.13%。","['000001']"
"1073","【并购标的毛利率下滑净利润增长 三峡新材收问询函】并购资产毛利率逐年下降，净利润却大幅增长，且经营性现金流与净利润相背离，三峡新材(600293，SH)年报引发上交所关注。（每日经济新闻）","['600293']"
"1077","【广东自贸区：人民币成跨境结算主要货币 占比逾8成】20日从人民银行广州分行获悉，广东自贸区成立运行三年以来，人民币一直是区内跨境资金往来的主要结算货币。数据显示，从2015年4月21日至2018年3月末，南沙、横琴片区共办理跨境人民币收支6832.92亿元，占区内本外币跨境收支的85%。（新华网）","['603888']"
"1080","【广州白云国际机场新航站楼即将启用】广州白云国际机场股份有限公司20日通报，新修建的白云机场2号航站楼已符合启用条件，将于本月26日投入使用，白云机场即将进入“双子楼”运营时代。","['600004']"
"1081","【广汇物流年报净利增43% 拟10转4股】广汇物流披露年报。2017年，公司营业收入实现1,100,658,652.03元，同比增幅为70.40%；归属于上市公司股东的净利润348,567,272.08元，同比增长42.95%。公司年报拟10转4股。","['600603']"
"1082","【广汽集团回应股价下跌：市场对关税下调等国家政策过度解读】近日，广汽集团股价持续下挫。公司回应称，目前公司基本面没有发生任何变化，今年一季度汽车销售同比实现11%的增长，高于行业8.5个百分点。据了解，近期公司股价波动的原因可能在于资本市场对汽车行业股比限制放开、关税下调等国家政策变化等因素出现过度解读。","['601238']"
"1083","【广济药业十年未分红遭问询 重新修改分红方案投资者仍不满】资本市场中连续多年不分红的上市公司，被市场称为“铁公鸡”，近年来，监管层对长期不分红的上市公司甚为关注。不久前，广济药业因连续10年未分红，引起了投资者的不满，为此，深交所专门发出了关注函。虽然广济药业随后修改了分配议案，推出10派1.1元的新议案，但投资者不满情绪仍未消除。（证券日报）","['000952']"
"1085","【康尼机电年报净利增长17% 一季报增长136%】康尼机电披露年报。2017年，公司实现营业收入241,779.24万元，同比增长20.28%；归属于上市公司股东的净利润28,089.72万元，同比增长17.07%。年报拟10派1.2元。康尼机电今年一季度实现净利9934万元，同比增长135.53%。","['603111']"
"1086","【康德莱年报净利增18% 拟10转4派1.5元】康德莱披露年报。2017年，公司实现营业收入12.56亿元，同比增长10.98%；归属于母公司净利润1.19亿元，同比增加18.12%。公司年报拟10转4派1.5元。","['603987']"
"1087","【康惠制药：股东拟清仓减持5.02%股份】康惠制药(603139)4月22日晚公告，公司股东德同新能及其一致行动人陕西新材拟在未来6个月内，合计减持不超501万股，即不超公司总股本的5.02%。（证券时报）","['603139']"
"1096","【张裕A年报净利增5% 拟10派5元】张裕A披露年报。2017年，公司实现营业收入493,255万元，较上年增长4.56%，归属于上市公司股东的净利润103，169.5万元；同比增长5.01%。公司年报拟10派5元。","['000869']"
